"cancion_id";"titulo";"artista_id";"album";"anio_lanzamiento";"duracion_seg";"genero";"subgenero";"energia";"bailabilidad";"valencia";"acusticidad";"instrumentalidad";"tempo";"volumen_db";"explicito";"nombre_artistico";"seguidores";"total_reproducciones";"reproducciones_completadas";"ratio_completadas";"puntuacion_media";"num_valoraciones";"en_chart";"mejor_posicion_chart";"semanas_en_chart";"num_playlists"
126;"Tema 126";23;"Camarón de la Isla - Regreso";"2024";238;"clasica";"orquesta";0.4;0.2;0.29;0.97;0.17;104;-18.5;0;"Camarón de la Isla";1827577;27;20.0;0.7407;3.67;9;1;9;2;4
127;"Tema 127";46;"Doja Cat - Debut";"2023";373;"rap";"hip-hop";0.86;0.62;0.37;0.15;0.03;134;-11.9;0;"Doja Cat";9190046;31;22.0;0.7097;4.0;11;0;0;0;3
128;"Tema 128";3;"El Guincho - Quinto";"2024";174;"r&b";"r&b-contemporaneo";0.49;0.62;0.52;0.24;0.29;132;-21.1;0;"El Guincho";6683728;18;10.0;0.5556;3.6;10;1;2;4;4
129;"Tema 129";165;"Sofia González - Cambio de Dirección";"2024";372;"indie";"indie-pop";0.58;0.44;0.63;0.67;0.29;189;-23.6;0;"Sofia González";293887;33;26.0;0.7879;3.88;8;1;13;3;9
130;"Tema 130";50;"Justin Timberlake - Reflexión";"2020";289;"latin";"salsa";0.61;0.77;0.78;0.22;0.2;177;-12.1;0;"Justin Timberlake";2135108;20;15.0;0.75;3.78;9;1;2;5;2
131;"Tema 131";184;"Juan González - Tercero";"2020";292;"indie";"indie-folk";0.47;0.59;0.35;0.24;0.29;109;-15.1;1;"Juan González";6305001;21;12.0;0.5714;3.0;4;1;4;4;6
132;"Tema 132";164;"Alex García - Reincidencia";"2023";383;"rock";"rock-progresivo";0.88;0.43;0.4;0.43;0.32;82;-9.2;0;"Alex García";2312155;25;20.0;0.8;3.88;8;1;4;3;8
133;"Tema 133";25;"Morat - Tercero";"2021";364;"rap";"trap";0.78;0.81;0.44;0.02;0.37;123;-25.9;1;"Morat";3144673;24;18.0;0.75;3.0;5;1;8;5;6
134;"Tema 134";99;"Gabriel González - Cuarto";"2023";256;"clasica";"opera";0.58;0.13;0.29;0.86;0.35;137;-8.0;0;"Gabriel González";87243;32;26.0;0.8125;3.83;6;1;3;5;5
135;"Tema 135";147;"Laura Fernández - Debut";"2022";304;"reggaeton";"reggaeton-trap";0.94;0.93;0.68;0.17;0.1;75;-15.3;0;"Laura Fernández";2831476;28;19.0;0.6786;3.43;7;1;28;2;2
136;"Tema 136";120;"Sofia González - Quinto";"2021";327;"clasica";"opera";0.21;0.3;0.67;0.71;0.28;90;-2.2;0;"Sofia González";2335299;25;19.0;0.76;3.6;5;0;0;0;1
137;"Tema 137";76;"Ozuna - Nuevo";"2024";233;"r&b";"neo-soul";0.46;0.67;0.77;0.11;0.28;94;-21.1;0;"Ozuna";10945303;27;20.0;0.7407;3.5;4;1;15;3;0
138;"Tema 138";117;"Miguel Johnson - Evolución";"2024";311;"indie";"dream-pop";0.76;0.69;0.77;0.44;0.34;200;-4.7;0;"Miguel Johnson";4893906;25;23.0;0.92;4.2;5;1;8;2;4
139;"Tema 139";194;"Sofia Ramírez - Cambio de Dirección";"2021";246;"r&b";"r&b-soul";0.51;0.75;0.41;0.34;0.09;194;-26.4;0;"Sofia Ramírez";3018009;22;15.0;0.6818;3.93;15;1;10;2;2
140;"Tema 140";181;"Francisco Fernández - Nuevo";"2020";177;"rap";"trap-latino";0.72;0.84;0.44;0.14;0.03;200;-20.5;0;"Francisco Fernández";1261397;37;23.0;0.6216;3.45;11;1;2;2;2
141;"Tema 141";52;"Coldplay - 25 Aniversario";"2024";196;"flamenco";"flamenco-fusión";0.72;0.72;0.53;0.85;0.35;143;-11.5;0;"Coldplay";12437963;29;20.0;0.6897;4.14;7;1;18;3;7
142;"Tema 142";114;"Juan Johnson - Segundo Album";"2021";370;"electronica";"house";0.69;0.61;0.74;0.0;0.35;190;-14.1;0;"Juan Johnson";4962661;19;10.0;0.5263;3.83;6;0;0;0;3
143;"Tema 143";15;"Karol G - Vueltas";"2021";382;"electronica";"electro-house";0.98;0.88;0.8;0.05;0.31;176;-17.9;0;"Karol G";1103394;31;25.0;0.8065;4.5;6;1;13;2;2
144;"Tema 144";144;"María Rodríguez - Vueltas";"2022";131;"indie";"dream-pop";0.54;0.51;0.74;0.69;0.31;125;-17.5;0;"María Rodríguez";1083791;14;10.0;0.7143;3.64;11;0;0;0;6
145;"Tema 145";191;"Ana Fernández - Cuarto";"2024";157;"pop";"pop-activo";0.57;0.76;0.6;0.13;0.14;168;-21.4;0;"Ana Fernández";303178;25;18.0;0.72;4.13;8;1;8;2;1
146;"Tema 146";17;"Pablo Alborán - Cambio de Dirección";"2020";155;"indie";"dream-pop";0.45;0.32;0.32;0.21;0.4;68;-17.2;0;"Pablo Alborán";1913768;25;19.0;0.76;3.14;7;1;25;3;1
147;"Tema 147";47;"Post Malone - Reflexión";"2021";335;"rap";"trap";0.82;0.84;0.39;0.19;0.31;157;-27.3;0;"Post Malone";3488372;27;17.0;0.6296;4.25;4;1;3;3;7
148;"Tema 148";97;"Sofia Smith - Reincidencia";"2020";396;"reggaeton";"reggaeton-trap";0.83;0.98;0.78;0.09;0.25;149;-25.0;1;"Sofia Smith";2229036;33;25.0;0.7576;4.0;6;0;0;0;5
149;"Tema 149";138;"David López - Reincidencia";"2024";185;"rap";"hip-hop";1.0;0.68;0.68;0.13;0.24;60;-14.6;0;"David López";3652260;24;14.0;0.5833;3.5;8;1;7;2;1
150;"Tema 150";77;"Emma Torres - Vueltas";"2024";337;"r&b";"smooth-jazz";0.48;0.55;0.49;0.17;0.31;118;-19.5;1;"Emma Torres";4435643;21;15.0;0.7143;3.43;7;1;21;3;4
151;"Tema 151";89;"Sofia González - Tercero";"2022";216;"electronica";"house";0.62;0.94;0.74;0.14;0.4;68;-24.8;0;"Sofia González";6556755;22;12.0;0.5455;4.0;9;1;12;4;2
152;"Tema 152";108;"Gabriel García - 25 Aniversario";"2020";243;"pop";"pop-urbano";0.56;0.77;0.78;0.15;0.33;77;-23.3;1;"Gabriel García";4236247;32;20.0;0.625;2.67;3;1;3;4;3
153;"Tema 153";9;"Bunbury - Vueltas";"2024";144;"indie";"indie-pop";0.41;0.47;0.6;0.49;0.04;71;-3.7;0;"Bunbury";4695410;20;15.0;0.75;3.64;11;1;12;4;4
154;"Tema 154";60;"Pink Floyd - Cambio de Dirección";"2021";148;"latin";"salsa";0.69;0.73;0.87;0.58;0.34;188;-5.7;0;"Pink Floyd";3648256;17;13.0;0.7647;2.86;7;1;1;5;2
155;"Tema 155";60;"Pink Floyd - Evolución";"2024";283;"latin";"regional-mexicano";0.83;0.84;0.63;0.36;0.15;142;-22.2;1;"Pink Floyd";3648256;27;20.0;0.7407;4.11;9;1;15;3;6
156;"Tema 156";37;"Ed Sheeran - Regreso";"2024";233;"indie";"dream-pop";0.66;0.45;0.34;0.31;0.27;136;-27.7;0;"Ed Sheeran";3406302;16;11.0;0.6875;3.67;6;1;11;2;5
157;"Tema 157";143;"Sofia Torres - 25 Aniversario";"2021";338;"electronica";"trance";0.94;0.77;0.54;0.09;0.33;186;-19.6;1;"Sofia Torres";2072977;32;26.0;0.8125;3.71;14;1;17;2;5
158;"Tema 158";89;"Sofia González - Regreso";"2023";388;"electronica";"deep-house";0.87;0.8;0.43;0.13;0.32;166;-10.2;0;"Sofia González";6556755;20;16.0;0.8;3.63;16;1;14;2;3
159;"Tema 159";77;"Emma Torres - Reincidencia";"2021";395;"r&b";"smooth-jazz";0.7;0.76;0.68;0.43;0.28;121;-9.6;0;"Emma Torres";4435643;18;15.0;0.8333;3.67;9;1;3;3;1
160;"Tema 160";77;"Emma Torres - Evolución";"2021";357;"r&b";"r&b-soul";0.62;0.73;0.46;0.45;0.35;165;-29.1;0;"Emma Torres";4435643;30;19.0;0.6333;3.5;8;1;27;2;9
161;"Tema 161";143;"Sofia Torres - Cambio de Dirección";"2021";318;"electronica";"techno";0.93;0.65;0.47;0.11;0.06;125;-5.5;1;"Sofia Torres";2072977;22;15.0;0.6818;3.5;10;1;3;2;4
162;"Tema 162";166;"Miguel Smith - Segundo Album";"2023";309;"rock";"rock-duro";0.93;0.45;0.3;0.21;0.25;197;-0.6;0;"Miguel Smith";5420934;26;21.0;0.8077;3.8;10;1;18;3;2
163;"Tema 163";49;"Shawn Mendes - Debut";"2022";313;"indie";"post-punk";0.62;0.33;0.62;0.47;0.31;70;-26.8;0;"Shawn Mendes";6829790;25;13.0;0.52;3.63;8;1;8;4;2
164;"Tema 164";49;"Shawn Mendes - Reflexión";"2024";231;"indie";"dream-pop";0.68;0.47;0.78;0.37;0.25;113;-2.0;0;"Shawn Mendes";6829790;21;17.0;0.8095;4.2;5;1;8;2;0
165;"Tema 165";86;"Diego Johnson - Quinto";"2020";228;"rap";"hip-hop";0.73;0.93;0.58;0.01;0.12;90;-8.8;0;"Diego Johnson";1189942;24;20.0;0.8333;3.0;6;1;10;2;4
166;"Tema 166";194;"Sofia Ramírez - Vueltas";"2021";224;"r&b";"smooth-jazz";0.42;0.67;0.54;0.35;0.02;121;-3.9;0;"Sofia Ramírez";3018009;14;6.0;0.4286;4.2;5;1;19;2;2
167;"Tema 167";199;"Ana Ramírez - Quinto";"2023";358;"flamenco";"flamenco-pop";0.89;0.79;0.7;0.65;0.3;138;-29.3;0;"Ana Ramírez";6553397;25;19.0;0.76;3.4;5;1;9;1;2
168;"Tema 168";132;"Juan García - Vueltas";"2023";170;"r&b";"smooth-jazz";0.41;0.6;0.6;0.41;0.27;141;-16.6;0;"Juan García";763502;28;17.0;0.6071;4.17;6;1;18;1;9
169;"Tema 169";95;"Francisco Torres - Nuevo";"2023";143;"reggaeton";"reggaeton-trap";0.78;1.0;0.57;0.09;0.07;97;-6.2;1;"Francisco Torres";4431669;30;27.0;0.9;3.1;10;1;17;2;6
170;"Tema 170";142;"Diego Sánchez - 25 Aniversario";"2024";333;"rock";"rock-progresivo";0.88;0.37;0.33;0.37;0.26;99;-21.8;1;"Diego Sánchez";880183;19;14.0;0.7368;3.86;7;1;9;3;2
171;"Tema 171";59;"The Beatles - Reincidencia";"2024";245;"pop";"pop-rock";0.78;0.55;0.67;0.38;0.17;200;-10.8;0;"The Beatles";870255;16;11.0;0.6875;4.1;10;1;18;2;4
172;"Tema 172";176;"Diego López - Nuevo";"2022";370;"electronica";"electro-house";0.76;0.7;0.79;0.06;0.36;177;-23.1;1;"Diego López";584812;22;15.0;0.6818;4.17;6;1;6;4;3
173;"Tema 173";91;"Francisco Green - Tercero";"2021";399;"clasica";"musica-clasica-instrumental";0.21;0.01;0.53;0.81;0.35;107;-15.8;0;"Francisco Green";392117;29;18.0;0.6207;3.56;9;1;2;3;2
174;"Tema 174";139;"Ana García - Regreso";"2020";388;"pop";"pop-activo";0.79;0.56;0.85;0.33;0.31;79;-4.7;0;"Ana García";1365923;29;20.0;0.6897;4.4;10;1;9;2;8
175;"Tema 175";172;"Carlos Smith - Debut";"2020";331;"rap";"hip-hop";0.93;0.82;0.35;0.01;0.37;119;-11.5;1;"Carlos Smith";60180;29;18.0;0.6207;3.43;7;1;1;2;3
176;"Tema 176";39;"Dua Lipa - Debut";"2021";378;"indie";"dream-pop";0.7;0.44;0.36;0.26;0.27;155;-17.1;1;"Dua Lipa";9722006;22;14.0;0.6364;3.71;7;1;12;2;4
177;"Tema 177";164;"Alex García - Regreso";"2024";367;"rock";"hard-rock";0.68;0.45;0.33;0.33;0.11;64;-6.1;1;"Alex García";2312155;28;20.0;0.7143;4.18;11;1;7;5;11
178;"Tema 178";142;"Diego Sánchez - Reincidencia";"2020";128;"rock";"grunge";0.72;0.44;0.3;0.13;0.16;130;-15.6;0;"Diego Sánchez";880183;31;19.0;0.6129;3.57;7;1;4;3;4
179;"Tema 179";74;"Luis Fonsi - Debut";"2024";340;"r&b";"neo-soul";0.61;0.59;0.68;0.44;0.31;87;-28.8;0;"Luis Fonsi";14019174;20;15.0;0.75;4.0;6;1;4;5;4
180;"Tema 180";135;"José Martínez - Tercero";"2021";218;"clasica";"opera";0.34;0.03;0.32;1.0;0.06;150;-15.0;0;"José Martínez";8599363;20;10.0;0.5;3.9;10;1;7;6;12
181;"Tema 181";102;"David Torres - Segundo Album";"2022";327;"rock";"hard-rock";0.85;0.51;0.52;0.1;0.13;122;-14.5;0;"David Torres";3045188;19;12.0;0.6316;3.29;7;1;4;2;4
182;"Tema 182";58;"Queen - Quinto";"2020";136;"r&b";"r&b-soul";0.43;0.61;0.41;0.13;0.16;163;-26.0;0;"Queen";2245077;21;14.0;0.6667;2.83;6;1;2;1;5
183;"Tema 183";142;"Diego Sánchez - Vueltas";"2020";124;"rock";"rock-alternativo";0.83;0.51;0.62;0.18;0.07;81;-26.9;0;"Diego Sánchez";880183;28;20.0;0.7143;4.17;6;1;23;3;4
184;"Tema 184";112;"Gabriel Martínez - Regreso";"2022";168;"flamenco";"flamenco-puro";0.75;0.68;0.41;0.97;0.02;118;-13.8;1;"Gabriel Martínez";537425;20;13.0;0.65;3.67;6;1;4;2;5
185;"Tema 185";178;"Miguel González - 25 Aniversario";"2023";258;"indie";"indie-rock";0.65;0.64;0.66;0.6;0.14;79;-5.6;0;"Miguel González";1476876;26;19.0;0.7308;4.2;5;1;16;3;4
186;"Tema 186";72;"Bob Marley - Cambio de Dirección";"2024";136;"electronica";"techno";0.63;0.91;0.57;0.12;0.18;140;-10.7;1;"Bob Marley";2272315;19;12.0;0.6316;2.86;7;1;25;2;6
187;"Tema 187";54;"Oasis - 25 Aniversario";"2021";323;"pop";"pop-activo";0.61;0.76;0.53;0.12;0.1;136;-25.2;1;"Oasis";18517215;24;15.0;0.625;3.67;6;1;16;5;4
188;"Tema 188";62;"Eminem - 25 Aniversario";"2023";396;"latin";"merengue";0.91;0.75;0.89;0.33;0.07;158;-6.3;0;"Eminem";3032483;25;13.0;0.52;3.56;9;1;4;1;6
189;"Tema 189";36;"Ariana Grande - Reflexión";"2020";376;"electronica";"deep-house";0.86;0.77;0.58;0.11;0.09;73;-0.1;1;"Ariana Grande";13718652;26;19.0;0.7308;4.0;6;1;9;2;3
190;"Tema 190";60;"Pink Floyd - Segundo Album";"2022";323;"latin";"merengue";0.94;0.86;0.66;0.47;0.03;67;-29.1;0;"Pink Floyd";3648256;29;21.0;0.7241;2.75;4;1;9;2;2
191;"Tema 191";116;"David López - Vueltas";"2021";302;"rap";"mumble-rap";0.78;0.76;0.65;0.15;0.3;156;-17.2;0;"David López";6164559;24;17.0;0.7083;4.0;3;1;3;3;3
192;"Tema 192";175;"Emma Martínez - 25 Aniversario";"2023";163;"r&b";"r&b-contemporaneo";0.52;0.61;0.8;0.12;0.35;123;-12.6;0;"Emma Martínez";3118373;17;8.0;0.4706;3.5;10;1;20;1;0
193;"Tema 193";22;"Joan Manuel Serrat - Quinto";"2021";314;"indie";"indie-pop";0.52;0.56;0.54;0.64;0.36;159;-17.3;0;"Joan Manuel Serrat";851172;24;15.0;0.625;3.0;9;1;17;3;2
194;"Tema 194";28;"La Casa Azul - Segundo Album";"2020";277;"r&b";"smooth-jazz";0.5;0.68;0.76;0.18;0.25;152;-11.1;0;"La Casa Azul";3710145;39;29.0;0.7436;3.73;11;1;33;1;6
195;"Tema 195";27;"Sfdk - Tercero";"2020";215;"indie";"dream-pop";0.67;0.27;0.66;0.65;0.07;174;-22.9;0;"Sfdk";1213679;25;22.0;0.88;3.83;12;1;1;2;4
196;"Tema 196";132;"Juan García - Reincidencia";"2020";133;"r&b";"r&b-soul";0.74;0.55;0.74;0.3;0.1;150;-3.9;0;"Juan García";763502;22;13.0;0.5909;2.6;5;1;39;2;7
197;"Tema 197";153;"Sofia Johnson - 25 Aniversario";"2022";317;"reggaeton";"reggaeton-puro";0.83;0.9;0.54;0.12;0.07;134;-18.3;0;"Sofia Johnson";479592;32;23.0;0.7188;3.1;10;1;12;3;6
198;"Tema 198";200;"Emma López - Segundo Album";"2024";244;"reggaeton";"reggaeton-trap";0.99;0.85;0.66;0.07;0.31;157;-26.1;1;"Emma López";4550686;21;15.0;0.7143;4.11;9;1;10;2;4
199;"Tema 199";69;"Calvin Harris - Quinto";"2022";372;"pop";"pop-urbano";0.79;0.66;0.59;0.12;0.07;76;-14.4;1;"Calvin Harris";1119806;25;20.0;0.8;3.83;6;1;3;5;9
200;"Tema 200";71;"Diplo - Reincidencia";"2022";367;"indie";"indie-rock";0.47;0.61;0.52;0.32;0.25;152;-8.8;0;"Diplo";12335870;27;15.0;0.5556;4.5;10;1;8;3;8
201;"Tema 201";64;"Kanye West - Evolución";"2023";220;"rap";"rap-consciente";0.75;0.66;0.31;0.15;0.27;87;-15.8;1;"Kanye West";4029815;23;16.0;0.6957;4.75;4;1;45;1;3
202;"Tema 202";2;"Recycled J - Reincidencia";"2022";314;"rap";"trap";0.95;0.88;0.53;0.17;0.08;172;-26.6;0;"Recycled J";15150607;21;14.0;0.6667;3.83;6;1;49;1;2
203;"Tema 203";167;"Ana Smith - 25 Aniversario";"2021";273;"latin";"merengue";0.69;0.71;0.76;0.57;0.02;111;-26.3;0;"Ana Smith";1170430;17;9.0;0.5294;4.1;10;0;0;0;2
204;"Tema 204";46;"Doja Cat - Reincidencia";"2022";269;"rap";"rap-consciente";0.84;0.93;0.43;0.1;0.02;122;-25.5;0;"Doja Cat";9190046;15;11.0;0.7333;3.57;7;1;4;3;0
205;"Tema 205";72;"Bob Marley - Reflexión";"2023";306;"electronica";"house";0.99;0.94;0.3;0.14;0.26;111;-4.0;0;"Bob Marley";2272315;32;23.0;0.7188;3.25;4;1;8;2;4
206;"Tema 206";140;"Carlos Green - Tercero";"2024";133;"latin";"bachata";0.76;0.83;0.75;0.47;0.06;113;-29.1;0;"Carlos Green";10713394;26;17.0;0.6538;3.4;5;0;0;0;5
207;"Tema 207";75;"Daddy Yankee - Evolución";"2020";329;"rock";"hard-rock";0.72;0.51;0.38;0.37;0.39;95;-27.2;0;"Daddy Yankee";10316767;26;20.0;0.7692;3.43;7;1;24;3;4
208;"Tema 208";62;"Eminem - Quinto";"2021";336;"latin";"bachata";0.84;0.81;0.86;0.27;0.28;78;-4.9;0;"Eminem";3032483;25;18.0;0.72;3.86;7;1;1;5;3
209;"Tema 209";154;"Francisco Rodríguez - Vueltas";"2024";325;"rap";"mumble-rap";0.98;0.84;0.5;0.12;0.35;189;-12.9;0;"Francisco Rodríguez";2026816;30;21.0;0.7;3.67;6;1;7;5;3
210;"Tema 210";178;"Miguel González - Reincidencia";"2024";138;"indie";"indie-folk";0.32;0.67;0.64;0.54;0.09;197;-10.2;0;"Miguel González";1476876;39;23.0;0.5897;3.78;9;0;0;0;2
211;"Tema 211";22;"Joan Manuel Serrat - Segundo Album";"2021";301;"indie";"indie-pop";0.5;0.53;0.35;0.53;0.4;71;-28.6;0;"Joan Manuel Serrat";851172;33;25.0;0.7576;3.67;6;1;5;7;4
212;"Tema 212";166;"Miguel Smith - Regreso";"2023";289;"rock";"hard-rock";0.99;0.42;0.65;0.41;0.23;87;-7.8;1;"Miguel Smith";5420934;26;19.0;0.7308;3.43;7;1;19;3;6
213;"Tema 213";67;"Stromae - Cuarto";"2024";385;"reggaeton";"reggaeton-trap";0.96;0.88;0.53;0.13;0.32;174;-7.1;0;"Stromae";1715185;33;23.0;0.697;3.43;7;1;5;2;4
214;"Tema 214";119;"María Johnson - Reflexión";"2024";376;"clasica";"camara";0.5;0.13;0.61;0.74;0.22;148;-29.8;0;"María Johnson";6702440;19;13.0;0.6842;4.17;6;1;1;5;4
215;"Tema 215";124;"Luis García - Segundo Album";"2022";332;"latin";"cumbia";0.71;0.79;0.72;0.48;0.16;89;-16.5;0;"Luis García";359776;24;22.0;0.9167;3.5;6;1;40;1;7
216;"Tema 216";187;"José Brown - Tercero";"2022";279;"rap";"trap";0.77;0.73;0.39;0.01;0.24;176;-10.0;0;"José Brown";5108452;27;20.0;0.7407;3.44;9;1;6;2;4
217;"Tema 217";134;"Emma Fernández - Vueltas";"2022";363;"pop";"pop-activo";0.65;0.66;0.65;0.36;0.21;172;-15.6;0;"Emma Fernández";1245725;12;10.0;0.8333;3.82;11;1;15;3;2
218;"Tema 218";116;"David López - Nuevo";"2020";273;"rap";"trap-latino";0.71;0.72;0.45;0.08;0.23;89;-14.0;1;"David López";6164559;22;19.0;0.8636;3.54;13;0;0;0;6
219;"Tema 219";88;"Carlos González - Regreso";"2020";204;"rap";"hip-hop";0.88;0.87;0.63;0.14;0.38;192;-29.5;1;"Carlos González";3054668;29;20.0;0.6897;4.33;6;1;38;1;2
220;"Tema 220";41;"Spotify - Nuevo";"2024";338;"rock";"hard-rock";0.68;0.3;0.56;0.46;0.1;119;-2.2;0;"Spotify";1541217;24;18.0;0.75;4.14;7;1;29;1;4
221;"Tema 221";162;"Francisco Pérez - Tercero";"2021";341;"indie";"dream-pop";0.33;0.67;0.48;0.25;0.19;67;-22.3;0;"Francisco Pérez";3011511;25;16.0;0.64;2.7;10;1;8;1;6
222;"Tema 222";51;"Bruno Mars - Vueltas";"2024";339;"clasica";"musica-clasica-instrumental";0.24;0.09;0.6;0.86;0.12;61;-11.7;0;"Bruno Mars";28442457;26;18.0;0.6923;4.2;5;1;13;2;5
223;"Tema 223";53;"Radiohead - Quinto";"2020";172;"indie";"post-punk";0.66;0.34;0.51;0.26;0.07;107;-9.6;0;"Radiohead";22940755;25;15.0;0.6;3.83;6;1;21;2;3
224;"Tema 224";51;"Bruno Mars - Vueltas";"2020";254;"clasica";"musica-clasica-instrumental";0.19;0.16;0.55;0.73;0.23;195;-22.3;0;"Bruno Mars";28442457;23;15.0;0.6522;3.5;12;1;3;5;2
225;"Tema 225";81;"Gabriel Torres - 25 Aniversario";"2023";320;"electronica";"trance";0.99;0.77;0.7;0.08;0.02;89;-11.0;0;"Gabriel Torres";5975588;26;21.0;0.8077;3.22;9;1;36;1;7
226;"Tema 226";118;"Miguel Smith - 25 Aniversario";"2021";272;"rock";"grunge";0.98;0.48;0.63;0.45;0.09;81;-23.6;0;"Miguel Smith";629486;28;23.0;0.8214;4.43;7;1;6;4;8
227;"Tema 227";81;"Gabriel Torres - Segundo Album";"2021";276;"electronica";"house";0.84;0.74;0.72;0.14;0.14;106;-22.9;0;"Gabriel Torres";5975588;28;18.0;0.6429;3.5;6;1;12;2;3
228;"Tema 228";37;"Ed Sheeran - Cambio de Dirección";"2023";334;"indie";"post-punk";0.69;0.34;0.71;0.41;0.27;95;-27.1;0;"Ed Sheeran";3406302;24;19.0;0.7917;3.86;7;1;29;2;7
229;"Tema 229";109;"Diego Ramírez - Tercero";"2023";395;"flamenco";"flamenco-fusión";0.75;0.58;0.63;0.67;0.29;102;-4.1;0;"Diego Ramírez";789415;29;18.0;0.6207;4.57;7;0;0;0;5
230;"Tema 230";36;"Ariana Grande - Tercero";"2022";350;"electronica";"trance";0.69;0.63;0.31;0.1;0.24;73;-13.6;0;"Ariana Grande";13718652;18;11.0;0.6111;3.67;9;1;14;2;1
231;"Tema 231";3;"El Guincho - Vueltas";"2021";219;"r&b";"smooth-jazz";0.48;0.62;0.64;0.3;0.4;189;-25.9;0;"El Guincho";6683728;31;23.0;0.7419;4.0;6;1;1;5;1
232;"Tema 232";105;"María Johnson - Regreso";"2023";332;"rap";"rap-consciente";0.91;0.74;0.47;0.14;0.28;185;-0.3;1;"María Johnson";7153796;27;17.0;0.6296;4.25;4;1;9;3;6
233;"Tema 233";145;"Gabriel Torres - Debut";"2021";269;"electronica";"house";0.65;0.64;0.66;0.09;0.11;130;-27.6;1;"Gabriel Torres";1015749;24;14.0;0.5833;4.13;8;1;5;6;2
234;"Tema 234";74;"Luis Fonsi - Tercero";"2023";373;"r&b";"r&b-soul";0.43;0.77;0.48;0.23;0.09;89;-19.4;0;"Luis Fonsi";14019174;24;16.0;0.6667;4.4;5;1;1;2;3
235;"Tema 235";140;"Carlos Green - Nuevo";"2024";141;"latin";"bachata";0.62;0.83;0.62;0.52;0.09;199;-13.8;1;"Carlos Green";10713394;23;19.0;0.8261;3.75;4;1;35;1;8
236;"Tema 236";109;"Diego Ramírez - Segundo Album";"2021";272;"flamenco";"flamenco-puro";0.85;0.66;0.61;0.73;0.13;175;-9.9;0;"Diego Ramírez";789415;23;15.0;0.6522;3.57;7;1;13;3;5
237;"Tema 237";23;"Camarón de la Isla - Vueltas";"2020";241;"clasica";"camara";0.6;0.2;0.48;0.92;0.19;149;-28.2;0;"Camarón de la Isla";1827577;27;16.0;0.5926;3.78;9;1;8;1;3
238;"Tema 238";157;"Alex Pérez - Regreso";"2023";204;"r&b";"neo-soul";0.6;0.79;0.47;0.38;0.08;112;-13.9;0;"Alex Pérez";3355465;31;26.0;0.8387;3.5;2;1;45;1;7
239;"Tema 239";16;"C. Tangana - 25 Aniversario";"2022";392;"rock";"rock-progresivo";0.64;0.44;0.6;0.24;0.27;197;-6.1;1;"C. Tangana";1113057;22;15.0;0.6818;3.92;12;1;5;3;2
240;"Tema 240";181;"Francisco Fernández - Quinto";"2022";256;"rap";"mumble-rap";0.98;0.68;0.46;0.03;0.4;84;-2.2;1;"Francisco Fernández";1261397;28;17.0;0.6071;4.13;8;1;19;3;1
241;"Tema 241";193;"Ana Ramírez - Reflexión";"2023";150;"reggaeton";"perreo";0.86;0.97;0.61;0.12;0.04;92;-7.3;0;"Ana Ramírez";6930323;31;23.0;0.7419;4.6;10;1;1;2;2
242;"Tema 242";34;"Drake - Cuarto";"2021";284;"reggaeton";"reggaeton-trap";0.74;0.97;0.71;0.14;0.01;160;-20.9;0;"Drake";24289502;25;17.0;0.68;3.8;5;1;40;1;4
243;"Tema 243";148;"María Pérez - Regreso";"2022";332;"r&b";"smooth-jazz";0.49;0.61;0.44;0.47;0.22;175;-20.8;1;"María Pérez";2105558;21;11.0;0.5238;3.0;6;1;10;4;6
244;"Tema 244";197;"Emma López - Segundo Album";"2023";383;"latin";"merengue";0.74;0.81;0.78;0.41;0.37;154;-15.1;0;"Emma López";3893396;17;11.0;0.6471;4.0;8;1;26;2;2
245;"Tema 245";125;"Ana Green - Nuevo";"2024";121;"indie";"indie-rock";0.8;0.63;0.4;0.67;0.05;177;-5.5;0;"Ana Green";786060;22;15.0;0.6818;3.4;5;1;7;4;4
246;"Tema 246";179;"Luis Green - Nuevo";"2020";393;"clasica";"musica-clasica-instrumental";0.29;0.26;0.63;0.94;0.32;115;-20.9;0;"Luis Green";8291031;30;21.0;0.7;3.83;12;1;1;3;3
247;"Tema 247";55;"Arctic Monkeys - Vueltas";"2022";285;"indie";"indie-folk";0.34;0.4;0.39;0.55;0.14;146;-0.7;0;"Arctic Monkeys";7788435;25;12.0;0.48;4.29;7;1;1;5;2
248;"Tema 248";34;"Drake - 25 Aniversario";"2023";295;"reggaeton";"reggaeton-puro";0.89;0.96;0.45;0.17;0.37;71;-15.4;1;"Drake";24289502;28;17.0;0.6071;4.0;7;1;4;1;6
249;"Tema 249";118;"Miguel Smith - Debut";"2020";200;"rock";"hard-rock";0.84;0.53;0.37;0.3;0.16;176;-25.6;1;"Miguel Smith";629486;28;21.0;0.75;3.93;14;1;7;3;7
250;"Tema 250";110;"David Smith - Cuarto";"2021";274;"pop";"pop-urbano";0.55;0.52;0.51;0.14;0.39;130;-13.5;1;"David Smith";250312;26;15.0;0.5769;3.9;10;1;10;3;2
251;"Tema 251";93;"Laura Green - Quinto";"2020";310;"indie";"indie-pop";0.78;0.42;0.46;0.45;0.18;73;-26.8;0;"Laura Green";4301178;22;19.0;0.8636;4.33;12;1;45;1;2
