cancion_id,titulo,artista_id,album,anio_lanzamiento,duracion_seg,genero,subgenero,energia,bailabilidad,valencia,acusticidad,instrumentalidad,tempo,volumen_db,explicito
207,Tema 207,75,Daddy Yankee - Evolución,2020,329,rock,hard-rock,0.72,0.51,0.38,0.37,0.39,95,-27.2,0
208,Tema 208,62,Eminem - Quinto,2021,336,latin,bachata,0.84,0.81,0.86,0.27,0.28,78,-4.9,0
209,Tema 209,154,Francisco Rodríguez - Vueltas,2024,325,rap,mumble-rap,0.98,0.84,0.5,0.12,0.35,189,-12.9,0
210,Tema 210,178,Miguel González - Reincidencia,2024,138,indie,indie-folk,0.32,0.67,0.64,0.54,0.09,197,-10.2,0
211,Tema 211,22,Joan Manuel Serrat - Segundo Album,2021,301,indie,indie-pop,0.5,0.53,0.35,0.53,0.4,71,-28.6,0
212,Tema 212,166,Miguel Smith - Regreso,2023,289,rock,hard-rock,0.99,0.42,0.65,0.41,0.23,87,-7.8,1
213,Tema 213,67,Stromae - Cuarto,2024,385,reggaeton,reggaeton-trap,0.96,0.88,0.53,0.13,0.32,174,-7.1,0
214,Tema 214,119,María Johnson - Reflexión,2024,376,clasica,camara,0.5,0.13,0.61,0.74,0.22,148,-29.8,0
215,Tema 215,124,Luis García - Segundo Album,2022,332,latin,cumbia,0.71,0.79,0.72,0.48,0.16,89,-16.5,0
216,Tema 216,187,José Brown - Tercero,2022,279,rap,trap,0.77,0.73,0.39,0.01,0.24,176,-10.0,0
217,Tema 217,134,Emma Fernández - Vueltas,2022,363,pop,pop-activo,0.65,0.66,0.65,0.36,0.21,172,-15.6,0
218,Tema 218,116,David López - Nuevo,2020,273,rap,trap-latino,0.71,0.72,0.45,0.08,0.23,89,-14.0,1
219,Tema 219,88,Carlos González - Regreso,2020,204,rap,hip-hop,0.88,0.87,0.63,0.14,0.38,192,-29.5,1
220,Tema 220,41,Spotify - Nuevo,2024,338,rock,hard-rock,0.68,0.3,0.56,0.46,0.1,119,-2.2,0
221,Tema 221,162,Francisco Pérez - Tercero,2021,341,indie,dream-pop,0.33,0.67,0.48,0.25,0.19,67,-22.3,0
222,Tema 222,51,Bruno Mars - Vueltas,2024,339,clasica,musica-clasica-instrumental,0.24,0.09,0.6,0.86,0.12,61,-11.7,0
223,Tema 223,53,Radiohead - Quinto,2020,172,indie,post-punk,0.66,0.34,0.51,0.26,0.07,107,-9.6,0
224,Tema 224,51,Bruno Mars - Vueltas,2020,254,clasica,musica-clasica-instrumental,0.19,0.16,0.55,0.73,0.23,195,-22.3,0
225,Tema 225,81,Gabriel Torres - 25 Aniversario,2023,320,electronica,trance,0.99,0.77,0.7,0.08,0.02,89,-11.0,0
226,Tema 226,118,Miguel Smith - 25 Aniversario,2021,272,rock,grunge,0.98,0.48,0.63,0.45,0.09,81,-23.6,0
227,Tema 227,81,Gabriel Torres - Segundo Album,2021,276,electronica,house,0.84,0.74,0.72,0.14,0.14,106,-22.9,0
228,Tema 228,37,Ed Sheeran - Cambio de Dirección,2023,334,indie,post-punk,0.69,0.34,0.71,0.41,0.27,95,-27.1,0
229,Tema 229,109,Diego Ramírez - Tercero,2023,395,flamenco,flamenco-fusión,0.75,0.58,0.63,0.67,0.29,102,-4.1,0
230,Tema 230,36,Ariana Grande - Tercero,2022,350,electronica,trance,0.69,0.63,0.31,0.1,0.24,73,-13.6,0
231,Tema 231,3,El Guincho - Vueltas,2021,219,r&b,smooth-jazz,0.48,0.62,0.64,0.3,0.4,189,-25.9,0
232,Tema 232,105,María Johnson - Regreso,2023,332,rap,rap-consciente,0.91,0.74,0.47,0.14,0.28,185,-0.3,1
233,Tema 233,145,Gabriel Torres - Debut,2021,269,electronica,house,0.65,0.64,0.66,0.09,0.11,130,-27.6,1
234,Tema 234,74,Luis Fonsi - Tercero,2023,373,r&b,r&b-soul,0.43,0.77,0.48,0.23,0.09,89,-19.4,0
235,Tema 235,140,Carlos Green - Nuevo,2024,141,latin,bachata,0.62,0.83,0.62,0.52,0.09,199,-13.8,1
236,Tema 236,109,Diego Ramírez - Segundo Album,2021,272,flamenco,flamenco-puro,0.85,0.66,0.61,0.73,0.13,175,-9.9,0
237,Tema 237,23,Camarón de la Isla - Vueltas,2020,241,clasica,camara,0.6,0.2,0.48,0.92,0.19,149,-28.2,0
238,Tema 238,157,Alex Pérez - Regreso,2023,204,r&b,neo-soul,0.6,0.79,0.47,0.38,0.08,112,-13.9,0
239,Tema 239,16,C. Tangana - 25 Aniversario,2022,392,rock,rock-progresivo,0.64,0.44,0.6,0.24,0.27,197,-6.1,1
240,Tema 240,181,Francisco Fernández - Quinto,2022,256,rap,mumble-rap,0.98,0.68,0.46,0.03,0.4,84,-2.2,1
241,Tema 241,193,Ana Ramírez - Reflexión,2023,150,reggaeton,perreo,0.86,0.97,0.61,0.12,0.04,92,-7.3,0
242,Tema 242,34,Drake - Cuarto,2021,284,reggaeton,reggaeton-trap,0.74,0.97,0.71,0.14,0.01,160,-20.9,0
243,Tema 243,148,María Pérez - Regreso,2022,332,r&b,smooth-jazz,0.49,0.61,0.44,0.47,0.22,175,-20.8,1
244,Tema 244,197,Emma López - Segundo Album,2023,383,latin,merengue,0.74,0.81,0.78,0.41,0.37,154,-15.1,0
245,Tema 245,125,Ana Green - Nuevo,2024,121,indie,indie-rock,0.8,0.63,0.4,0.67,0.05,177,-5.5,0
246,Tema 246,179,Luis Green - Nuevo,2020,393,clasica,musica-clasica-instrumental,0.29,0.26,0.63,0.94,0.32,115,-20.9,0
247,Tema 247,55,Arctic Monkeys - Vueltas,2022,285,indie,indie-folk,0.34,0.4,0.39,0.55,0.14,146,-0.7,0
248,Tema 248,34,Drake - 25 Aniversario,2023,295,reggaeton,reggaeton-puro,0.89,0.96,0.45,0.17,0.37,71,-15.4,1
249,Tema 249,118,Miguel Smith - Debut,2020,200,rock,hard-rock,0.84,0.53,0.37,0.3,0.16,176,-25.6,1
250,Tema 250,110,David Smith - Cuarto,2021,274,pop,pop-urbano,0.55,0.52,0.51,0.14,0.39,130,-13.5,1
251,Tema 251,93,Laura Green - Quinto,2020,310,indie,indie-pop,0.78,0.42,0.46,0.45,0.18,73,-26.8,0
252,Tema 252,79,David Stone - Evolución,2021,339,indie,indie-rock,0.62,0.31,0.61,0.53,0.06,84,-28.2,1
253,Tema 253,123,Emma Rodríguez - Segundo Album,2021,235,clasica,musica-clasica-instrumental,0.49,0.14,0.23,1.0,0.02,62,-9.1,1
254,Tema 254,88,Carlos González - Segundo Album,2023,187,rap,rap-consciente,1.0,0.68,0.36,0.02,0.12,78,-27.0,1
255,Tema 255,23,Camarón de la Isla - Evolución,2020,172,clasica,opera,0.45,0.02,0.45,1.0,0.33,154,-11.5,0
256,Tema 256,36,Ariana Grande - Reincidencia,2021,193,electronica,house,0.72,0.82,0.56,0.06,0.05,195,-3.4,0
257,Tema 257,157,Alex Pérez - Regreso,2021,345,r&b,r&b-contemporaneo,0.56,0.56,0.55,0.27,0.33,114,-8.0,0
258,Tema 258,39,Dua Lipa - Reincidencia,2024,346,indie,indie-pop,0.68,0.21,0.51,0.44,0.01,82,-22.2,0
259,Tema 259,36,Ariana Grande - Reflexión,2020,316,electronica,deep-house,0.9,0.65,0.57,0.03,0.0,169,-22.8,0
260,Tema 260,36,Ariana Grande - Cuarto,2022,163,electronica,techno,0.99,0.88,0.78,0.07,0.04,132,-13.6,0
261,Tema 261,177,Luis López - Debut,2022,225,flamenco,flamenco-fusión,0.68,0.74,0.44,0.8,0.06,160,-20.3,0
262,Tema 262,14,Bad Bunny - Reflexión,2021,373,rock,hard-rock,0.89,0.44,0.45,0.26,0.18,88,-6.4,1
263,Tema 263,164,Alex García - 25 Aniversario,2020,390,rock,rock-duro,0.96,0.59,0.61,0.23,0.28,152,-16.9,0
264,Tema 264,34,Drake - Reincidencia,2024,335,reggaeton,perreo,0.78,0.97,0.42,0.18,0.18,199,-10.9,0
265,Tema 265,196,Luis González - Vueltas,2020,128,flamenco,flamenco-puro,0.76,0.76,0.65,0.85,0.03,63,-14.4,0
266,Tema 266,11,Javier Álvarez - Debut,2023,379,pop,pop-latino,0.46,0.76,0.7,0.3,0.02,188,-27.5,0
267,Tema 267,109,Diego Ramírez - Evolución,2023,162,flamenco,flamenco-fusión,0.79,0.43,0.43,0.6,0.38,131,-7.9,1
268,Tema 268,21,Serrat - Cambio de Dirección,2021,199,pop,synth-pop,0.54,0.6,0.64,0.33,0.26,143,-24.4,0
269,Tema 269,163,Carlos Johnson - Reflexión,2020,278,rap,rap-consciente,0.75,0.63,0.56,0.15,0.11,121,-29.4,1
270,Tema 270,23,Camarón de la Isla - Reincidencia,2020,352,clasica,orquesta,0.14,0.29,0.35,0.93,0.25,139,-18.5,0
271,Tema 271,169,Francisco Stone - Evolución,2021,181,latin,cumbia,0.67,0.73,0.78,0.51,0.26,95,-14.1,0
272,Tema 272,42,Beyoncé - Vueltas,2022,387,latin,regional-mexicano,0.61,0.94,0.84,0.32,0.39,126,-11.9,1
273,Tema 273,33,The Weeknd - Evolución,2022,180,electronica,house,0.83,0.86,0.71,0.1,0.05,145,-19.9,0
274,Tema 274,70,Tiësto - Cambio de Dirección,2020,254,clasica,orquesta,0.56,0.07,0.39,0.83,0.18,187,-11.6,0
275,Tema 275,93,Laura Green - Debut,2023,205,indie,indie-folk,0.77,0.32,0.36,0.3,0.35,100,-10.6,0
276,Tema 276,27,Sfdk - 25 Aniversario,2020,236,indie,post-punk,0.44,0.61,0.73,0.62,0.37,60,-22.4,1
277,Tema 277,4,Los Secretos - Cuarto,2020,361,pop,pop-latino,0.7,0.66,0.84,0.32,0.31,158,-10.3,0
278,Tema 278,46,Doja Cat - Debut,2024,334,rap,hip-hop,0.75,0.79,0.69,0.19,0.02,142,-25.1,1
279,Tema 279,185,Carlos Smith - Nuevo,2022,159,latin,regional-mexicano,0.65,0.88,0.85,0.29,0.2,155,-4.8,1
280,Tema 280,173,Ana Brown - Debut,2021,234,reggaeton,reggaeton-puro,0.92,0.91,0.64,0.1,0.12,162,-13.0,1
281,Tema 281,120,Sofia González - Quinto,2022,287,clasica,orquesta,0.44,0.26,0.52,0.93,0.06,176,-16.2,1
282,Tema 282,52,Coldplay - Quinto,2024,275,flamenco,flamenco-fusión,0.5,0.5,0.69,1.0,0.04,178,-18.0,0
283,Tema 283,127,María Sánchez - Reflexión,2021,399,latin,salsa,0.88,0.75,0.77,0.49,0.25,98,-24.4,1
284,Tema 284,105,María Johnson - Debut,2021,397,rap,trap,0.81,0.87,0.52,0.0,0.3,62,-28.9,0
285,Tema 285,1,La Casa Azul - Reflexión,2023,277,rock,rock-duro,0.9,0.36,0.68,0.25,0.13,112,-25.5,0
286,Tema 286,61,Metallica - Reincidencia,2023,150,flamenco,flamenco-fusión,0.62,0.75,0.8,0.75,0.18,131,-8.3,1
287,Tema 287,60,Pink Floyd - Cambio de Dirección,2023,310,latin,bachata,0.91,0.85,0.72,0.37,0.28,81,-29.9,0
288,Tema 288,130,Carlos Rodríguez - Tercero,2023,158,r&b,r&b-soul,0.62,0.61,0.72,0.14,0.24,171,-15.6,0
289,Tema 289,34,Drake - Cuarto,2022,253,reggaeton,perreo,0.89,0.81,0.63,0.11,0.22,160,-11.9,0
290,Tema 290,189,José Sánchez - Nuevo,2022,351,rap,trap,0.9,0.88,0.41,0.17,0.2,119,-27.7,1
291,Tema 291,52,Coldplay - Tercero,2024,175,flamenco,flamenco-fusión,0.52,0.53,0.71,0.88,0.32,87,-14.5,1
292,Tema 292,120,Sofia González - Nuevo,2023,181,clasica,opera,0.32,0.04,0.36,0.83,0.04,113,-23.4,0
293,Tema 293,119,María Johnson - Quinto,2020,166,clasica,camara,0.4,0.22,0.7,0.98,0.26,137,-17.4,0
294,Tema 294,179,Luis Green - 25 Aniversario,2020,230,clasica,opera,0.42,0.24,0.26,0.82,0.34,97,-18.5,1
295,Tema 295,64,Kanye West - Nuevo,2023,382,rap,trap-latino,0.87,0.81,0.37,0.07,0.13,136,-29.2,0
296,Tema 296,45,Olivia Rodrigo - Debut,2023,351,indie,post-punk,0.31,0.62,0.44,0.46,0.12,200,-1.8,1
297,Tema 297,119,María Johnson - Segundo Album,2021,182,clasica,orquesta,0.23,0.13,0.64,0.95,0.07,75,-5.9,0
298,Tema 298,57,David Bowie - Tercero,2021,325,latin,merengue,0.76,0.82,0.64,0.23,0.29,81,-15.1,0
299,Tema 299,67,Stromae - Segundo Album,2020,153,reggaeton,reggaeton-trap,0.83,0.95,0.71,0.03,0.24,173,-25.9,0
300,Tema 300,24,Paco de Lucía - Reflexión,2022,182,flamenco,flamenco-puro,0.8,0.66,0.78,0.63,0.02,178,-21.5,1
301,Tema 301,147,Laura Fernández - Reincidencia,2023,374,reggaeton,reggaeton-puro,0.78,0.85,0.76,0.05,0.11,157,-7.2,0
302,Tema 302,45,Olivia Rodrigo - Nuevo,2021,215,indie,indie-folk,0.52,0.59,0.33,0.44,0.01,131,-28.1,0
303,Tema 303,39,Dua Lipa - Debut,2024,245,indie,indie-folk,0.75,0.27,0.57,0.41,0.14,187,-3.0,0
304,Tema 304,141,Carlos Smith - Vueltas,2020,164,rap,trap,0.71,0.83,0.69,0.11,0.37,158,-28.4,1
305,Tema 305,52,Coldplay - Regreso,2024,247,flamenco,flamenco-puro,0.67,0.5,0.69,0.99,0.1,157,-10.4,0
306,Tema 306,92,David Johnson - Vueltas,2024,368,pop,pop-latino,0.48,0.7,0.69,0.39,0.24,188,-19.5,0
307,Tema 307,70,Tiësto - Tercero,2020,283,clasica,camara,0.16,0.05,0.31,0.78,0.34,67,-13.2,0
308,Tema 308,200,Emma López - Quinto,2020,361,reggaeton,perreo,0.86,0.82,0.74,0.14,0.03,119,-8.8,0
309,Tema 309,26,Taburete - Cuarto,2021,256,clasica,orquesta,0.37,0.02,0.43,0.85,0.07,116,-1.6,0
310,Tema 310,100,David Johnson - Nuevo,2021,210,flamenco,flamenco-fusión,0.84,0.67,0.58,0.76,0.26,141,-13.6,0
311,Tema 311,179,Luis Green - Nuevo,2024,134,clasica,opera,0.13,0.15,0.6,0.84,0.02,96,-6.4,0
312,Tema 312,49,Shawn Mendes - Reflexión,2023,397,indie,indie-folk,0.4,0.33,0.38,0.37,0.3,104,-14.4,0
313,Tema 313,24,Paco de Lucía - Debut,2021,232,flamenco,flamenco-puro,0.58,0.75,0.75,0.95,0.1,194,-16.5,0
314,Tema 314,85,José Johnson - 25 Aniversario,2021,186,reggaeton,perreo,1.0,0.95,0.41,0.01,0.19,105,-2.7,0
315,Tema 315,83,David Rodríguez - Debut,2020,195,pop,synth-pop,0.62,0.67,0.54,0.3,0.33,96,-18.6,0
316,Tema 316,135,José Martínez - Nuevo,2020,311,clasica,musica-clasica-instrumental,0.49,0.29,0.3,0.86,0.11,85,-6.2,0
317,Tema 317,83,David Rodríguez - Tercero,2021,343,pop,pop-rock,0.63,0.72,0.82,0.22,0.37,141,-14.0,1
318,Tema 318,144,María Rodríguez - Evolución,2024,302,indie,indie-pop,0.38,0.55,0.7,0.36,0.34,104,-2.8,0
319,Tema 319,188,María Smith - Evolución,2022,185,reggaeton,reggaeton-trap,0.78,1.0,0.46,0.04,0.07,60,-3.2,0
320,Tema 320,147,Laura Fernández - Reincidencia,2024,136,reggaeton,reggaeton-trap,0.9,0.83,0.58,0.12,0.03,141,-3.5,0
321,Tema 321,157,Alex Pérez - Cuarto,2024,173,r&b,smooth-jazz,0.68,0.65,0.79,0.27,0.39,96,-10.0,0
322,Tema 322,20,Ricky Martin - Cuarto,2022,283,electronica,techno,0.85,0.66,0.74,0.06,0.06,82,-29.6,0
323,Tema 323,172,Carlos Smith - Regreso,2022,348,rap,trap-latino,0.87,0.78,0.59,0.18,0.03,127,-8.1,1
324,Tema 324,178,Miguel González - Segundo Album,2022,251,indie,indie-rock,0.39,0.63,0.71,0.47,0.28,60,-20.6,1
325,Tema 325,113,Alex González - Evolución,2023,205,indie,dream-pop,0.54,0.61,0.53,0.38,0.2,186,-5.2,0
326,Tema 326,90,Juan López - Cambio de Dirección,2023,171,reggaeton,reggaeton-romantico,0.8,0.83,0.68,0.17,0.04,117,-22.8,1
327,Tema 327,19,Alejandro Sanz - Reflexión,2020,270,r&b,r&b-soul,0.45,0.6,0.58,0.4,0.26,141,-11.4,0
328,Tema 328,27,Sfdk - Segundo Album,2022,207,indie,dream-pop,0.48,0.62,0.54,0.69,0.25,101,-26.2,0
329,Tema 329,141,Carlos Smith - Segundo Album,2022,367,rap,trap-latino,0.9,0.71,0.57,0.01,0.07,170,-4.3,0
330,Tema 330,43,Harry Styles - 25 Aniversario,2023,200,clasica,orquesta,0.21,0.25,0.34,0.89,0.28,85,-14.6,0
331,Tema 331,49,Shawn Mendes - Reincidencia,2024,396,indie,indie-folk,0.45,0.31,0.32,0.35,0.26,132,-1.9,0
332,Tema 332,25,Morat - Debut,2023,371,rap,hip-hop,0.96,0.87,0.62,0.13,0.1,73,-2.8,0
333,Tema 333,110,David Smith - Segundo Album,2022,365,pop,pop-urbano,0.67,0.7,0.54,0.23,0.18,84,-4.1,1
334,Tema 334,44,Justin Bieber - Regreso,2022,161,rap,rap-consciente,0.86,0.73,0.69,0.02,0.17,89,-28.7,0
335,Tema 335,102,David Torres - Vueltas,2023,255,rock,rock-duro,0.9,0.58,0.41,0.44,0.12,199,-2.7,0
336,Tema 336,95,Francisco Torres - Reincidencia,2022,215,reggaeton,reggaeton-romantico,0.93,0.96,0.41,0.19,0.29,71,-20.9,0
337,Tema 337,120,Sofia González - Quinto,2021,257,clasica,orquesta,0.51,0.08,0.64,0.73,0.28,98,-13.8,0
338,Tema 338,171,Alex Ramírez - Segundo Album,2020,296,pop,synth-pop,0.44,0.58,0.5,0.24,0.12,165,-12.0,0
339,Tema 339,151,María García - Cuarto,2024,151,latin,bachata,0.7,0.77,0.82,0.22,0.36,193,-4.4,0
340,Tema 340,138,David López - Regreso,2023,240,rap,rap-consciente,0.9,0.81,0.66,0.04,0.03,136,-22.8,1
341,Tema 341,183,Gabriel Fernández - Debut,2024,384,pop,synth-pop,0.72,0.51,0.73,0.4,0.34,97,-14.4,1
342,Tema 342,194,Sofia Ramírez - Vueltas,2021,205,r&b,neo-soul,0.42,0.75,0.64,0.15,0.04,109,-2.7,1
343,Tema 343,109,Diego Ramírez - Segundo Album,2023,223,flamenco,flamenco-fusión,0.77,0.73,0.75,0.83,0.21,126,-17.1,0
344,Tema 344,187,José Brown - Reflexión,2020,164,rap,rap-consciente,0.8,0.75,0.61,0.12,0.36,161,-16.7,0
345,Tema 345,71,Diplo - Cambio de Dirección,2023,126,indie,post-punk,0.6,0.52,0.6,0.55,0.09,193,-14.6,0
346,Tema 346,29,Elefantes - Reincidencia,2021,195,rock,grunge,0.64,0.42,0.5,0.36,0.38,85,-12.0,0
347,Tema 347,145,Gabriel Torres - Reflexión,2020,266,electronica,trance,0.9,0.78,0.62,0.01,0.1,148,-19.1,0
348,Tema 348,68,David Guetta - Reincidencia,2023,362,flamenco,flamenco-puro,0.69,0.42,0.46,0.71,0.39,104,-20.1,0
349,Tema 349,37,Ed Sheeran - 25 Aniversario,2024,325,indie,indie-rock,0.54,0.3,0.61,0.34,0.08,161,-14.5,0
350,Tema 350,85,José Johnson - Evolución,2021,145,reggaeton,reggaeton-romantico,0.7,0.8,0.49,0.01,0.04,128,-19.8,0
351,Tema 351,6,Måneskin - Nuevo,2022,279,r&b,r&b-contemporaneo,0.68,0.67,0.61,0.22,0.37,185,-18.1,0
352,Tema 352,176,Diego López - Segundo Album,2021,188,electronica,deep-house,0.63,0.82,0.36,0.05,0.2,173,-3.8,0
353,Tema 353,83,David Rodríguez - Quinto,2023,165,pop,pop-urbano,0.6,0.75,0.9,0.14,0.11,173,-18.2,1
354,Tema 354,105,María Johnson - Evolución,2023,384,rap,trap,0.83,0.74,0.66,0.14,0.24,74,-20.7,0
355,Tema 355,41,Spotify - Segundo Album,2022,379,rock,hard-rock,0.93,0.59,0.63,0.1,0.25,94,-28.5,0
356,Tema 356,135,José Martínez - 25 Aniversario,2020,208,clasica,camara,0.23,0.02,0.5,0.91,0.05,111,-18.5,0
357,Tema 357,64,Kanye West - Debut,2023,145,rap,trap,0.84,0.73,0.35,0.08,0.3,110,-27.9,0
358,Tema 358,119,María Johnson - Cambio de Dirección,2023,183,clasica,orquesta,0.14,0.11,0.67,0.9,0.27,121,-19.1,0
359,Tema 359,153,Sofia Johnson - Vueltas,2021,362,reggaeton,perreo,0.88,0.8,0.65,0.18,0.25,148,-3.8,1
360,Tema 360,67,Stromae - Evolución,2020,265,reggaeton,reggaeton-puro,0.92,0.82,0.76,0.01,0.21,158,-25.7,1
361,Tema 361,147,Laura Fernández - Reflexión,2021,233,reggaeton,reggaeton-trap,0.7,0.88,0.52,0.1,0.23,112,-28.7,0
362,Tema 362,105,María Johnson - Cambio de Dirección,2020,124,rap,rap-consciente,0.74,0.8,0.44,0.15,0.26,93,-4.6,0
363,Tema 363,154,Francisco Rodríguez - Reflexión,2020,234,rap,trap,0.91,0.75,0.57,0.06,0.12,138,-6.3,0
364,Tema 364,182,Alex González - Regreso,2022,336,flamenco,rumba,0.68,0.72,0.73,0.94,0.37,149,-17.1,0
365,Tema 365,56,The Strokes - Vueltas,2022,386,r&b,smooth-jazz,0.51,0.67,0.55,0.34,0.28,86,-9.3,1
366,Tema 366,170,Laura Sánchez - Nuevo,2024,264,clasica,opera,0.29,0.05,0.42,0.74,0.36,87,-19.6,0
367,Tema 367,87,Alex Fernández - Quinto,2022,261,rap,trap,0.75,0.61,0.56,0.13,0.14,136,-27.8,1
368,Tema 368,133,Juan Ramírez - Reflexión,2021,149,latin,regional-mexicano,0.74,0.78,0.8,0.44,0.15,163,-23.5,0
369,Tema 369,175,Emma Martínez - Tercero,2020,374,r&b,r&b-contemporaneo,0.75,0.64,0.68,0.16,0.19,126,-29.2,0
370,Tema 370,104,Emma Smith - Reincidencia,2020,217,latin,merengue,0.78,0.94,0.72,0.22,0.01,116,-18.4,0
371,Tema 371,164,Alex García - Reflexión,2023,303,rock,grunge,0.66,0.31,0.6,0.28,0.12,136,-3.0,0
372,Tema 372,169,Francisco Stone - Cambio de Dirección,2021,270,latin,cumbia,0.64,0.94,0.69,0.56,0.24,180,-5.2,1
373,Tema 373,67,Stromae - Evolución,2024,213,reggaeton,perreo,1.0,0.86,0.78,0.08,0.15,82,-19.8,1
374,Tema 374,58,Queen - Evolución,2022,335,r&b,r&b-contemporaneo,0.59,0.55,0.62,0.32,0.3,155,-5.0,0
375,Tema 375,76,Ozuna - Vueltas,2020,360,r&b,r&b-soul,0.55,0.59,0.5,0.18,0.02,78,-19.7,0
376,Tema 376,50,Justin Timberlake - Cambio de Dirección,2020,315,latin,regional-mexicano,0.69,0.94,0.77,0.34,0.23,136,-25.8,0
377,Tema 377,39,Dua Lipa - Tercero,2021,295,indie,dream-pop,0.52,0.51,0.54,0.4,0.4,177,-3.6,1
378,Tema 378,184,Juan González - Tercero,2020,369,indie,indie-folk,0.61,0.48,0.61,0.3,0.16,105,-28.8,0
379,Tema 379,15,Karol G - Debut,2023,260,electronica,techno,0.79,0.79,0.41,0.14,0.36,103,-8.3,0
380,Tema 380,41,Spotify - Vueltas,2020,186,rock,grunge,0.81,0.56,0.35,0.42,0.05,171,-6.2,0
381,Tema 381,104,Emma Smith - Reincidencia,2023,316,latin,cumbia,0.7,0.92,0.88,0.26,0.19,69,-0.6,0
382,Tema 382,188,María Smith - Nuevo,2020,284,reggaeton,reggaeton-trap,0.85,0.97,0.64,0.08,0.11,64,-23.9,0
383,Tema 383,161,Diego Sánchez - Evolución,2021,235,reggaeton,perreo,0.93,0.88,0.6,0.1,0.23,139,-4.0,1
384,Tema 384,99,Gabriel González - Cambio de Dirección,2024,276,clasica,camara,0.59,0.12,0.61,0.93,0.23,76,-1.3,0
385,Tema 385,77,Emma Torres - Quinto,2023,386,r&b,r&b-contemporaneo,0.47,0.53,0.74,0.28,0.34,171,-3.2,0
386,Tema 386,35,Billie Eilish - Nuevo,2023,303,electronica,techno,0.62,0.91,0.52,0.08,0.25,102,-2.2,0
387,Tema 387,104,Emma Smith - Debut,2021,234,latin,salsa,0.61,0.82,0.81,0.49,0.28,114,-26.0,0
388,Tema 388,151,María García - Cambio de Dirección,2021,183,latin,merengue,0.7,0.79,0.84,0.31,0.08,69,-1.3,0
389,Tema 389,164,Alex García - Quinto,2024,144,rock,grunge,0.6,0.6,0.57,0.43,0.12,72,-29.6,0
390,Tema 390,168,Gabriel Pérez - Debut,2020,179,r&b,smooth-jazz,0.66,0.75,0.7,0.16,0.3,173,-6.9,0
391,Tema 391,141,Carlos Smith - Quinto,2023,198,rap,hip-hop,0.9,0.87,0.64,0.12,0.04,62,-15.4,0
392,Tema 392,170,Laura Sánchez - Segundo Album,2024,258,clasica,camara,0.14,0.12,0.4,0.72,0.14,167,-26.7,0
393,Tema 393,27,Sfdk - Cambio de Dirección,2024,180,indie,indie-folk,0.7,0.67,0.34,0.68,0.21,89,-21.0,0
394,Tema 394,128,Sofia Torres - Cuarto,2024,222,clasica,opera,0.14,0.15,0.6,0.91,0.02,193,-27.8,0
395,Tema 395,92,David Johnson - Evolución,2023,271,pop,pop-urbano,0.56,0.6,0.59,0.18,0.32,70,-2.1,0
396,Tema 396,54,Oasis - Evolución,2023,289,pop,pop-urbano,0.56,0.82,0.63,0.24,0.09,60,-10.8,1
397,Tema 397,23,Camarón de la Isla - Segundo Album,2024,372,clasica,camara,0.59,0.18,0.38,0.89,0.05,83,-3.3,0
398,Tema 398,20,Ricky Martin - Evolución,2020,251,electronica,techno,0.8,0.76,0.59,0.09,0.03,176,-9.5,0
399,Tema 399,76,Ozuna - Quinto,2023,145,r&b,r&b-soul,0.48,0.71,0.73,0.42,0.22,104,-14.4,0
400,Tema 400,75,Daddy Yankee - Nuevo,2022,338,rock,rock-duro,0.66,0.53,0.41,0.3,0.11,84,-26.0,0
401,Tema 401,12,Juan Luis Guerra - Debut,2021,207,rock,rock-progresivo,0.85,0.32,0.6,0.23,0.0,151,-14.7,0
402,Tema 402,160,María Torres - Quinto,2020,310,rock,rock-progresivo,0.62,0.38,0.58,0.13,0.34,106,-29.9,1
403,Tema 403,103,Francisco Stone - Vueltas,2022,317,latin,bachata,0.69,0.89,0.69,0.24,0.14,167,-21.9,0
404,Tema 404,43,Harry Styles - Segundo Album,2021,150,clasica,camara,0.52,0.09,0.59,0.97,0.17,86,-2.7,0
405,Tema 405,152,Emma Green - Vueltas,2024,344,r&b,neo-soul,0.53,0.79,0.44,0.37,0.2,157,-18.4,0
406,Tema 406,157,Alex Pérez - Debut,2021,367,r&b,smooth-jazz,0.62,0.71,0.4,0.17,0.29,88,-10.0,0
407,Tema 407,113,Alex González - Debut,2020,253,indie,indie-folk,0.78,0.58,0.78,0.55,0.12,63,-26.8,0
408,Tema 408,174,Laura González - Cambio de Dirección,2024,234,rock,rock-progresivo,0.91,0.49,0.32,0.24,0.38,192,-15.0,0
409,Tema 409,180,José García - 25 Aniversario,2020,341,electronica,techno,0.77,0.76,0.4,0.06,0.15,183,-28.4,0
410,Tema 410,174,Laura González - Regreso,2023,196,rock,grunge,0.91,0.42,0.63,0.44,0.08,73,-10.3,1
411,Tema 411,41,Spotify - Cambio de Dirección,2023,373,rock,rock-alternativo,0.79,0.56,0.39,0.37,0.24,79,-21.1,0
412,Tema 412,83,David Rodríguez - Cuarto,2022,262,pop,pop-activo,0.45,0.73,0.8,0.19,0.26,189,-18.1,1
413,Tema 413,165,Sofia González - Reincidencia,2023,240,indie,indie-rock,0.66,0.3,0.75,0.34,0.15,177,-28.3,0
