"usuario_id";"edad";"sexo";"ciudad";"tipo_suscripcion";"fecha_registro";"dispositivo_principal";"horas_escucha_mensual";"total_reproducciones";"canciones_distintas";"artistas_distintos";"ratio_completadas";"modo_reproduccion_favorito";"reproducciones_fin_semana";"generos_distintos";"genero_favorito";"puntuacion_media_dada"
219;14;"M";"Huelva";"premium";"2020-02-24";"movil";53;6;6;6;1.0;"playlist";0.0;3;"r&b";4.67
220;25;"M";"Madrid";"free";"2019-08-17";"pc";0;16;16;16;0.5625;"album";37.5;7;"indie";4.5
221;33;"F";"Oviedo";"premium";"2021-05-30";"pc";16;12;12;12;0.8333;"recomendacion";16.67;6;"indie";4.0
222;29;"No_especificado";"Gijón";"premium";"2022-02-05";"movil";49;11;11;11;0.7273;"busqueda";18.18;7;"clasica";4.67
223;38;"M";"Burgos";"premium";"2023-04-11";"movil";80;10;10;10;0.5;"album";40.0;8;"indie";3.5
224;13;"F";"Salamanca";"free";"2022-01-14";"tablet";19;7;7;7;0.8571;"radio";0.0;5;"flamenco";4.0
225;24;"M";"Gijón";"premium";"2023-07-16";"smart_speaker";53;12;12;11;0.75;"playlist";33.33;8;"indie";3.0
226;30;"F";"Toledo";"premium";"2020-05-10";"movil";37;7;7;7;0.7143;"recomendacion";14.29;6;"rock";3.0
227;22;"M";"Toledo";"premium";"2020-07-26";"movil";22;13;12;12;0.5385;"playlist";7.69;8;"indie";4.0
228;39;"F";"Huelva";"free";"2022-04-02";"movil";26;5;5;5;1.0;"recomendacion";80.0;4;"electronica";4.33
229;39;"F";"Salamanca";"familiar";"2020-04-20";"tablet";50;15;15;14;0.7333;"recomendacion";26.67;7;"reggaeton";4.5
230;20;"No_especificado";"Léida";"free";"2021-06-25";"movil";3;8;8;8;0.625;"album";12.5;5;"latin";3.2
231;32;"No_especificado";"Alcalá de Henares";"premium";"2019-02-17";"tablet";24;11;11;10;0.5455;"playlist";45.45;7;"reggaeton";4.25
232;50;"No_especificado";"Girona";"premium";"2021-06-13";"movil";18;10;10;10;0.6;"busqueda";10.0;6;"r&b";3.33
233;31;"F";"Barcelona";"premium";"2021-10-19";"movil";76;11;11;9;0.8182;"radio";27.27;7;"indie";2.5
234;35;"F";"Salamanca";"premium";"2021-02-02";"movil";48;7;7;7;0.7143;"busqueda";42.86;4;"flamenco";3.67
235;16;"No_especificado";"Alcalá de Henares";"free";"2019-12-11";"movil";0;8;8;8;0.75;"busqueda";0.0;3;"indie";5.0
236;37;"F";"Castellón";"premium";"2021-04-09";"movil";75;17;17;17;0.7059;"album";23.53;10;"reggaeton";0.0
237;22;"M";"Alcalá de Henares";"free";"2022-05-14";"pc";2;11;11;11;0.6364;"album";18.18;6;"flamenco";4.14
238;13;"No_especificado";"Almería";"estudiante";"2022-08-14";"smart_speaker";25;9;9;9;0.7778;"album";33.33;6;"latin";4.33
239;26;"M";"Alcalá de Henares";"premium";"2022-03-16";"movil";76;8;8;8;0.875;"album";25.0;5;"r&b";2.0
240;36;"F";"Huelva";"premium";"2023-01-23";"movil";51;8;8;8;0.75;"recomendacion";12.5;7;"flamenco";3.67
241;23;"F";"Badajoz";"premium";"2020-12-14";"movil";33;12;12;12;0.75;"busqueda";25.0;9;"indie";4.67
242;44;"F";"Jaén";"free";"2019-11-20";"movil";23;10;10;10;0.7;"album";10.0;7;"pop";4.0
243;13;"No_especificado";"Orense";"free";"2022-05-11";"tablet";9;8;8;8;0.625;"recomendacion";25.0;6;"rap";1.5
244;17;"M";"Alcalá de Henares";"premium";"2021-01-16";"movil";34;11;11;11;0.8182;"recomendacion";27.27;7;"r&b";0.0
245;34;"No_especificado";"Palma";"free";"2019-07-09";"movil";18;5;5;5;0.8;"album";40.0;4;"pop";0.0
246;27;"F";"Málaga";"premium";"2021-12-11";"pc";71;12;12;12;0.8333;"playlist";33.33;4;"rap";4.0
247;19;"F";"Valladolid";"estudiante";"2023-10-25";"movil";96;9;9;9;0.7778;"recomendacion";22.22;5;"electronica";4.29
248;19;"M";"Toledo";"premium";"2021-04-18";"tablet";46;8;8;8;0.75;"busqueda";50.0;7;"reggaeton";5.0
249;24;"M";"Málaga";"premium";"2022-06-25";"movil";47;4;4;4;0.5;"album";25.0;3;"rock";2.0
250;33;"No_especificado";"Murcia";"free";"2020-08-13";"pc";26;10;10;10;0.6;"busqueda";50.0;6;"indie";4.2
251;18;"M";"Almería";"premium";"2019-02-05";"tablet";22;7;7;7;0.4286;"recomendacion";28.57;5;"electronica";3.25
252;58;"No_especificado";"Zaragoza";"familiar";"2019-05-18";"movil";45;9;9;8;0.7778;"busqueda";22.22;5;"indie";4.2
253;36;"M";"Alicante";"premium";"2023-05-15";"movil";12;9;9;9;0.7778;"playlist";33.33;6;"r&b";3.5
254;24;"No_especificado";"Murcia";"premium";"2019-11-09";"pc";42;9;9;8;1.0;"recomendacion";33.33;7;"clasica";4.2
255;33;"M";"Burgos";"premium";"2023-10-18";"movil";0;11;11;11;0.5455;"playlist";63.64;7;"electronica";3.5
256;29;"M";"Lugo";"premium";"2021-10-30";"movil";22;14;14;12;0.7857;"radio";21.43;7;"r&b";3.5
257;31;"M";"Sevilla";"familiar";"2021-08-18";"movil";28;8;8;8;0.375;"busqueda";25.0;6;"rock";4.57
258;17;"No_especificado";"Cádiz";"free";"2022-03-21";"movil";15;12;12;12;0.5833;"playlist";33.33;7;"r&b";4.33
259;15;"F";"Murcia";"premium";"2022-12-25";"movil";35;14;13;12;0.7857;"radio";42.86;7;"pop";4.0
260;13;"No_especificado";"Valencia";"free";"2019-05-18";"movil";0;16;16;16;0.8125;"recomendacion";12.5;10;"indie";5.0
261;40;"F";"Jerez";"familiar";"2021-12-19";"movil";21;9;9;9;0.8889;"recomendacion";11.11;7;"rap";4.0
262;25;"F";"Vigo";"premium";"2023-12-26";"pc";60;13;13;13;0.4615;"radio";38.46;7;"pop";4.5
263;20;"No_especificado";"Castellón";"premium";"2023-05-30";"smart_speaker";28;13;13;13;0.7692;"radio";23.08;7;"clasica";4.29
264;30;"No_especificado";"Vigo";"premium";"2023-03-20";"pc";67;14;14;13;0.7143;"busqueda";35.71;7;"pop";4.75
265;13;"M";"Lugo";"free";"2023-10-24";"tablet";17;13;13;13;0.5385;"album";38.46;7;"rock";5.0
266;13;"M";"Zaragoza";"premium";"2022-05-13";"tablet";37;12;12;12;0.75;"radio";16.67;9;"indie";1.0
267;28;"M";"Getafe";"familiar";"2021-02-22";"tablet";34;9;9;9;0.5556;"recomendacion";55.56;4;"reggaeton";3.56
268;22;"F";"Girona";"premium";"2020-02-11";"movil";16;12;11;10;0.5;"playlist";25.0;8;"indie";1.0
269;28;"No_especificado";"Valladolid";"premium";"2021-07-10";"movil";66;14;14;13;0.7857;"busqueda";21.43;7;"indie";3.0
270;14;"No_especificado";"Córdoba";"estudiante";"2022-08-22";"pc";34;12;12;11;0.75;"album";25.0;8;"clasica";5.0
271;34;"M";"Barcelona";"premium";"2020-04-10";"movil";69;7;7;7;0.7143;"busqueda";71.43;5;"rap";5.0
272;13;"F";"Jerez";"estudiante";"2022-12-30";"movil";45;11;11;11;0.8182;"album";36.36;6;"r&b";3.83
273;31;"F";"Córdoba";"premium";"2021-05-01";"tablet";42;8;8;8;0.75;"album";25.0;6;"electronica";0.0
274;13;"M";"Bilbao";"estudiante";"2020-08-28";"movil";62;14;14;14;0.6429;"album";21.43;8;"clasica";3.0
275;46;"F";"Huelva";"premium";"2019-06-09";"movil";47;8;8;8;0.75;"radio";25.0;6;"rap";3.0
276;15;"No_especificado";"Jaén";"premium";"2019-03-24";"movil";34;11;11;10;0.7273;"playlist";36.36;5;"pop";0.0
277;49;"F";"Zaragoza";"familiar";"2020-12-22";"tablet";87;10;10;10;0.8;"radio";30.0;8;"rock";0.0
278;35;"No_especificado";"Palma";"premium";"2019-01-23";"movil";52;14;14;14;0.7857;"playlist";21.43;8;"r&b";2.67
279;20;"No_especificado";"Gijón";"estudiante";"2019-05-03";"movil";44;9;9;9;0.6667;"recomendacion";22.22;8;"rock";5.0
280;27;"No_especificado";"Cádiz";"free";"2019-02-19";"movil";28;10;10;10;0.5;"radio";20.0;8;"flamenco";4.33
281;46;"No_especificado";"Jerez";"premium";"2020-12-11";"movil";67;17;17;17;0.7647;"album";17.65;7;"rap";3.0
282;13;"M";"Orense";"premium";"2022-04-14";"movil";49;5;5;5;0.4;"busqueda";20.0;4;"pop";4.0
283;36;"F";"Huelva";"free";"2023-04-13";"movil";29;6;6;6;0.8333;"radio";16.67;5;"indie";3.8
284;20;"No_especificado";"Lugo";"premium";"2019-05-18";"pc";103;8;8;6;0.625;"playlist";37.5;4;"clasica";3.5
285;13;"F";"Santander";"estudiante";"2022-09-14";"movil";22;9;9;9;0.5556;"playlist";44.44;7;"rap";3.75
286;30;"No_especificado";"Gijón";"premium";"2019-10-22";"pc";87;12;12;12;0.4167;"busqueda";41.67;7;"rap";4.33
287;17;"M";"Alcalá de Henares";"free";"2020-07-18";"tablet";16;10;10;10;0.6;"album";40.0;5;"flamenco";4.0
288;40;"F";"Madrid";"premium";"2019-09-30";"movil";44;7;7;7;0.7143;"busqueda";28.57;6;"indie";3.5
289;23;"F";"Valladolid";"free";"2021-05-24";"pc";28;13;13;12;0.6923;"album";23.08;6;"r&b";0.0
290;31;"M";"Madrid";"premium";"2019-05-16";"movil";65;8;8;8;0.5;"album";37.5;6;"rap";3.0
291;43;"No_especificado";"Jaén";"free";"2023-05-31";"movil";24;8;8;8;0.375;"album";25.0;6;"r&b";4.5
292;31;"M";"Girona";"free";"2019-08-22";"movil";23;14;14;14;0.7857;"playlist";50.0;8;"reggaeton";4.0
293;33;"F";"Cádiz";"free";"2023-10-09";"movil";20;13;13;13;0.8462;"playlist";38.46;7;"pop";4.0
294;27;"No_especificado";"Santander";"premium";"2022-07-17";"smart_speaker";68;21;21;20;0.8571;"busqueda";28.57;9;"clasica";3.5
295;46;"No_especificado";"Orense";"premium";"2022-10-29";"movil";14;6;6;6;0.5;"recomendacion";50.0;5;"pop";3.8
296;28;"M";"Toledo";"premium";"2023-07-27";"pc";31;12;12;12;1.0;"album";8.33;8;"latin";0.0
297;24;"F";"Lugo";"free";"2020-09-07";"movil";26;10;10;9;0.8;"album";30.0;7;"rap";3.75
298;36;"F";"Sevilla";"premium";"2022-04-26";"pc";42;6;6;6;0.8333;"playlist";33.33;4;"reggaeton";3.33
299;13;"M";"Valladolid";"premium";"2022-02-10";"tablet";25;7;7;7;0.8571;"recomendacion";57.14;5;"latin";4.0
300;38;"M";"Jerez";"premium";"2019-11-10";"pc";0;12;12;12;0.8333;"album";8.33;8;"rap";3.0
301;42;"No_especificado";"Cádiz";"familiar";"2021-04-25";"pc";75;12;12;11;0.8333;"busqueda";25.0;7;"electronica";5.0
302;43;"F";"Tarragona";"premium";"2019-06-16";"movil";41;10;10;9;0.6;"playlist";30.0;7;"rap";3.5
303;13;"No_especificado";"Zaragoza";"free";"2023-05-07";"pc";26;10;10;10;0.7;"radio";20.0;7;"rock";4.0
304;43;"F";"Vigo";"premium";"2023-07-28";"tablet";63;15;15;13;0.4667;"album";6.67;7;"flamenco";3.5
305;20;"M";"Santander";"premium";"2021-01-28";"movil";46;8;8;8;0.875;"busqueda";37.5;7;"indie";5.0
306;21;"F";"Vigo";"free";"2022-04-20";"movil";7;10;10;9;0.7;"recomendacion";30.0;8;"clasica";2.0
307;39;"M";"Oviedo";"premium";"2020-05-13";"movil";21;9;9;9;0.6667;"album";33.33;7;"r&b";4.0
308;17;"M";"Burgos";"premium";"2022-04-30";"movil";22;8;8;8;0.875;"recomendacion";50.0;6;"rock";4.5
309;13;"M";"Málaga";"premium";"2023-06-19";"movil";47;6;6;6;0.8333;"playlist";16.67;4;"latin";4.0
310;41;"F";"Girona";"premium";"2019-07-09";"movil";41;7;7;7;0.7143;"radio";42.86;4;"rap";3.25
311;13;"No_especificado";"Valladolid";"estudiante";"2019-04-16";"pc";70;11;11;11;0.9091;"album";27.27;7;"indie";3.67
312;48;"M";"Oviedo";"free";"2023-09-24";"movil";10;10;10;10;0.6;"album";20.0;6;"latin";4.33
313;22;"No_especificado";"Castellón";"premium";"2022-09-26";"pc";55;5;5;5;0.4;"album";60.0;4;"indie";4.0
314;47;"F";"Santander";"premium";"2019-07-24";"movil";34;12;12;12;0.6667;"recomendacion";25.0;8;"r&b";0.0
315;13;"M";"Madrid";"free";"2023-08-10";"pc";29;3;3;3;0.6667;"radio";33.33;3;"electronica";2.5
316;37;"F";"Girona";"familiar";"2019-08-09";"pc";60;17;17;16;0.7647;"album";41.18;7;"rap";3.8
317;21;"No_especificado";"Zaragoza";"free";"2023-08-31";"movil";34;9;9;9;0.6667;"playlist";55.56;8;"rap";4.0
318;34;"F";"Badajoz";"premium";"2019-11-19";"movil";29;16;16;16;0.875;"radio";31.25;7;"clasica";0.0
319;28;"M";"Girona";"premium";"2022-05-27";"pc";17;5;5;5;0.8;"radio";40.0;4;"clasica";3.67
320;36;"F";"Santander";"premium";"2022-09-23";"movil";39;13;13;13;0.6923;"radio";23.08;7;"r&b";4.5
321;22;"F";"Castellón";"free";"2021-11-08";"movil";19;2;2;2;0.5;"radio";0.0;2;"r&b";4.6
322;28;"F";"Getafe";"premium";"2023-07-11";"pc";62;5;5;5;0.6;"playlist";60.0;4;"rock";3.67
323;35;"F";"Burgos";"familiar";"2020-03-07";"pc";55;6;6;6;0.6667;"radio";0.0;3;"flamenco";4.0
324;37;"M";"Valencia";"premium";"2019-06-12";"movil";53;7;7;7;0.7143;"busqueda";28.57;6;"indie";4.0
325;22;"M";"Bilbao";"free";"2021-07-08";"tablet";18;14;14;14;0.7143;"recomendacion";28.57;6;"indie";0.0
326;26;"F";"Santander";"free";"2022-11-09";"pc";27;10;10;10;0.5;"busqueda";20.0;7;"flamenco";2.67
327;23;"F";"Huelva";"premium";"2021-04-19";"movil";37;11;11;11;0.7273;"playlist";36.36;6;"rock";2.33
328;51;"No_especificado";"Tarragona";"free";"2022-12-23";"pc";34;14;14;14;0.7143;"playlist";21.43;7;"rap";4.5
329;18;"M";"Cádiz";"free";"2019-11-17";"movil";28;10;10;9;0.9;"busqueda";20.0;6;"r&b";3.0
330;29;"M";"Valencia";"premium";"2023-09-19";"movil";52;9;9;9;0.5556;"radio";33.33;7;"rap";4.2
331;29;"M";"Girona";"familiar";"2021-08-07";"movil";95;7;7;7;0.2857;"radio";14.29;6;"pop";3.67
332;32;"No_especificado";"Burgos";"premium";"2021-07-09";"movil";43;4;4;4;1.0;"busqueda";75.0;3;"rap";5.0
333;40;"No_especificado";"Huelva";"free";"2022-09-10";"movil";23;10;10;9;0.6;"busqueda";30.0;6;"r&b";3.0
334;29;"No_especificado";"Murcia";"premium";"2019-01-16";"tablet";51;13;13;13;0.7692;"radio";7.69;8;"electronica";4.29
335;26;"F";"Getafe";"familiar";"2019-07-10";"movil";60;11;11;11;1.0;"radio";9.09;7;"latin";3.0
336;20;"M";"Valencia";"premium";"2023-12-16";"smart_speaker";29;7;7;7;0.7143;"playlist";28.57;5;"pop";3.25
337;16;"F";"Gijón";"free";"2020-02-19";"movil";0;10;10;10;0.8;"playlist";40.0;4;"clasica";3.5
338;17;"M";"Cádiz";"premium";"2022-12-27";"movil";41;7;7;7;1.0;"radio";42.86;5;"latin";4.0
339;29;"F";"Madrid";"premium";"2019-08-03";"pc";39;8;8;8;0.5;"recomendacion";25.0;7;"flamenco";3.0
340;13;"No_especificado";"Granada";"premium";"2020-03-08";"tablet";76;4;4;4;0.5;"playlist";25.0;4;"indie";4.25
341;41;"No_especificado";"Lugo";"free";"2020-07-14";"pc";26;13;13;13;0.6154;"playlist";46.15;8;"flamenco";4.0
342;50;"No_especificado";"Granada";"premium";"2021-06-09";"tablet";25;7;7;7;0.5714;"playlist";0.0;4;"rap";2.75
343;50;"M";"Jerez";"premium";"2023-01-12";"pc";25;10;10;10;0.8;"album";30.0;6;"rock";4.25
344;30;"F";"Valencia";"premium";"2020-08-05";"movil";19;12;12;12;0.5833;"recomendacion";16.67;6;"pop";4.33
345;28;"No_especificado";"Zaragoza";"premium";"2021-08-29";"movil";52;11;11;11;0.7273;"recomendacion";18.18;9;"latin";3.5
346;26;"F";"Toledo";"premium";"2020-10-07";"movil";59;10;10;9;0.7;"radio";50.0;4;"indie";3.0
347;29;"F";"Tarragona";"premium";"2023-12-31";"movil";34;9;9;9;0.6667;"playlist";22.22;7;"r&b";5.0
348;21;"M";"Badajoz";"premium";"2021-03-19";"movil";61;9;9;9;0.5556;"busqueda";22.22;6;"r&b";3.67
349;20;"M";"Toledo";"free";"2023-08-10";"movil";33;10;10;10;0.6;"busqueda";50.0;6;"latin";3.8
350;42;"F";"Sevilla";"premium";"2019-06-05";"movil";11;7;7;7;0.7143;"radio";57.14;4;"indie";4.0
351;41;"No_especificado";"Getafe";"familiar";"2019-02-03";"movil";121;2;2;2;1.0;"recomendacion";0.0;2;"rock";4.2
352;31;"No_especificado";"Tarragona";"premium";"2023-04-24";"smart_speaker";56;7;7;7;0.8571;"radio";28.57;4;"latin";2.0
353;40;"No_especificado";"Salamanca";"premium";"2021-12-29";"movil";39;10;10;10;0.9;"busqueda";60.0;6;"reggaeton";0.0
354;30;"M";"Almería";"premium";"2021-03-07";"movil";18;7;7;7;0.7143;"radio";14.29;6;"r&b";4.0
355;29;"No_especificado";"Granada";"premium";"2019-01-30";"movil";54;7;7;7;0.5714;"radio";42.86;5;"electronica";3.0
356;34;"No_especificado";"Almería";"premium";"2021-09-09";"movil";66;12;12;12;0.6667;"playlist";25.0;7;"r&b";3.75
357;18;"No_especificado";"Badajoz";"free";"2019-12-13";"movil";12;15;15;15;0.7333;"radio";20.0;8;"clasica";3.5
358;50;"F";"Palma";"premium";"2021-05-23";"pc";41;9;9;8;0.7778;"busqueda";22.22;6;"reggaeton";4.0
359;30;"M";"Oviedo";"premium";"2020-09-25";"movil";43;9;9;8;0.7778;"playlist";11.11;5;"latin";3.0
360;18;"No_especificado";"Zaragoza";"estudiante";"2019-06-06";"pc";90;11;11;11;0.6364;"album";27.27;7;"rock";4.0
361;21;"M";"Almería";"estudiante";"2019-05-16";"tablet";21;14;14;14;0.6429;"recomendacion";35.71;5;"r&b";2.33
362;22;"F";"Murcia";"premium";"2019-08-21";"pc";4;8;8;8;0.75;"playlist";12.5;7;"r&b";4.5
363;20;"No_especificado";"Jerez";"premium";"2021-11-12";"movil";25;11;11;10;0.4545;"recomendacion";9.09;7;"rap";5.0
364;35;"F";"Málaga";"free";"2020-12-30";"pc";9;10;10;9;0.9;"radio";50.0;8;"indie";4.2
365;38;"F";"Granada";"premium";"2022-01-21";"movil";72;8;8;8;0.75;"busqueda";0.0;7;"indie";1.5
366;37;"No_especificado";"Málaga";"familiar";"2019-05-10";"pc";53;8;8;8;1.0;"busqueda";25.0;7;"rap";3.5
367;29;"No_especificado";"Granada";"premium";"2021-09-07";"movil";14;5;5;5;0.4;"recomendacion";0.0;2;"rap";4.0
368;26;"F";"Barcelona";"familiar";"2020-11-27";"pc";34;13;13;13;0.6923;"recomendacion";46.15;7;"pop";4.0
369;36;"F";"Bilbao";"familiar";"2023-07-12";"pc";137;14;14;14;0.7857;"playlist";14.29;9;"electronica";3.25
370;33;"M";"Palma";"premium";"2020-01-25";"tablet";5;16;16;16;0.75;"playlist";31.25;9;"rap";4.0
371;23;"No_especificado";"Zaragoza";"premium";"2023-03-06";"movil";47;13;13;12;0.6923;"album";23.08;9;"indie";5.0
372;29;"F";"Jerez";"premium";"2021-03-04";"pc";30;9;9;8;0.8889;"playlist";22.22;7;"flamenco";5.0
373;30;"M";"Valencia";"premium";"2021-07-16";"movil";20;10;10;10;0.8;"busqueda";10.0;7;"indie";3.67
374;16;"M";"Cádiz";"free";"2022-08-21";"pc";29;10;10;10;0.8;"radio";20.0;6;"flamenco";3.67
375;15;"M";"Burgos";"premium";"2023-11-01";"pc";55;9;9;9;0.5556;"busqueda";44.44;6;"flamenco";3.2
376;13;"M";"Orense";"premium";"2022-02-23";"movil";80;9;9;9;0.8889;"recomendacion";33.33;5;"reggaeton";5.0
377;18;"F";"Girona";"premium";"2022-02-07";"pc";40;9;9;9;0.5556;"recomendacion";11.11;7;"pop";3.6
378;31;"F";"Alicante";"familiar";"2022-07-03";"pc";43;9;9;8;0.8889;"playlist";33.33;5;"latin";2.75
379;29;"No_especificado";"Burgos";"premium";"2020-05-18";"pc";56;9;9;9;0.8889;"busqueda";44.44;6;"r&b";0.0
380;39;"F";"Valencia";"premium";"2023-10-25";"tablet";60;9;8;8;0.2222;"busqueda";44.44;6;"latin";4.5
381;25;"No_especificado";"Córdoba";"free";"2022-11-26";"tablet";17;7;7;7;0.8571;"radio";42.86;5;"indie";4.0
382;56;"M";"Gijón";"free";"2020-11-27";"movil";34;7;7;7;0.8571;"busqueda";42.86;5;"reggaeton";4.0
383;16;"No_especificado";"Cádiz";"estudiante";"2019-06-03";"smart_speaker";52;9;9;9;0.7778;"album";33.33;5;"latin";3.5
384;23;"F";"Barcelona";"premium";"2019-02-23";"pc";42;11;11;11;0.7273;"radio";36.36;7;"pop";3.0
385;13;"No_especificado";"Málaga";"estudiante";"2023-11-16";"movil";39;11;11;11;0.9091;"radio";27.27;6;"rock";4.0
386;49;"No_especificado";"Bilbao";"free";"2021-01-12";"movil";28;8;8;8;0.625;"playlist";12.5;6;"pop";4.0
387;13;"F";"Burgos";"free";"2023-12-25";"smart_speaker";38;10;10;10;0.7;"radio";10.0;5;"r&b";3.75
388;41;"No_especificado";"Málaga";"free";"2020-04-19";"pc";14;11;11;11;0.8182;"radio";63.64;7;"rap";5.0
389;36;"No_especificado";"Málaga";"free";"2023-07-21";"movil";7;9;9;9;0.7778;"recomendacion";44.44;6;"indie";4.4
390;22;"No_especificado";"Tarragona";"premium";"2022-02-05";"tablet";74;9;9;8;0.6667;"busqueda";22.22;5;"rap";5.0
391;24;"F";"Valencia";"premium";"2020-09-30";"movil";7;11;11;10;0.5455;"album";9.09;8;"r&b";5.0
392;27;"No_especificado";"Santander";"familiar";"2020-07-05";"movil";57;10;10;10;0.7;"playlist";40.0;6;"clasica";4.0
393;42;"M";"Madrid";"premium";"2019-08-07";"movil";45;10;10;10;0.8;"radio";20.0;8;"latin";0.0
394;22;"F";"Vigo";"estudiante";"2022-01-14";"movil";76;10;10;10;0.5;"radio";20.0;8;"r&b";4.67
395;29;"No_especificado";"Almería";"free";"2019-06-17";"movil";8;10;10;10;0.7;"recomendacion";30.0;8;"indie";0.0
396;41;"No_especificado";"Bilbao";"premium";"2022-07-15";"movil";48;5;5;5;0.8;"album";40.0;4;"electronica";3.5
397;28;"No_especificado";"Córdoba";"premium";"2019-12-13";"movil";48;6;6;6;0.6667;"album";33.33;6;"clasica";3.0
398;15;"No_especificado";"Lugo";"premium";"2020-05-03";"tablet";34;11;11;11;0.9091;"playlist";18.18;7;"indie";4.0
399;28;"No_especificado";"Gijón";"familiar";"2022-03-27";"movil";54;6;6;6;0.6667;"playlist";0.0;4;"reggaeton";4.0
400;43;"M";"Girona";"premium";"2022-01-26";"pc";49;8;8;8;0.75;"album";12.5;5;"electronica";3.5
401;38;"No_especificado";"Alcalá de Henares";"premium";"2020-01-30";"movil";45;11;11;11;0.6364;"radio";18.18;8;"reggaeton";4.33
402;40;"M";"Vigo";"familiar";"2022-04-24";"movil";71;9;9;9;0.6667;"album";55.56;5;"electronica";4.8
403;28;"F";"Almería";"premium";"2022-06-16";"pc";44;9;9;9;0.4444;"busqueda";44.44;6;"pop";4.33
404;16;"F";"Badajoz";"estudiante";"2022-08-20";"movil";62;12;12;11;0.5833;"radio";33.33;7;"pop";4.0
405;27;"M";"Vigo";"premium";"2022-04-24";"movil";34;10;10;10;0.6;"playlist";20.0;8;"clasica";4.5
406;41;"M";"Murcia";"free";"2023-07-26";"movil";1;11;11;11;0.7273;"busqueda";18.18;6;"latin";4.33
407;22;"No_especificado";"Almería";"premium";"2019-09-29";"movil";65;6;6;6;0.6667;"recomendacion";33.33;5;"clasica";5.0
408;31;"M";"Valencia";"premium";"2023-02-06";"movil";44;13;13;13;0.4615;"busqueda";46.15;8;"rock";3.33
409;31;"M";"Gijón";"free";"2019-08-19";"movil";22;16;16;15;0.6875;"radio";37.5;8;"r&b";3.0
410;13;"No_especificado";"Alicante";"premium";"2023-08-27";"pc";38;10;10;10;0.7;"busqueda";20.0;6;"latin";3.0
411;47;"F";"Salamanca";"premium";"2021-07-04";"movil";31;13;13;12;0.8462;"radio";30.77;8;"latin";5.0
412;24;"M";"Cádiz";"free";"2020-10-27";"pc";11;13;13;13;0.7692;"radio";15.38;8;"clasica";4.5
413;26;"No_especificado";"Gijón";"familiar";"2021-06-27";"movil";42;12;12;12;0.5;"recomendacion";16.67;8;"reggaeton";4.5
414;33;"M";"Salamanca";"premium";"2021-03-08";"tablet";48;17;17;16;0.8235;"busqueda";23.53;9;"flamenco";3.33
415;37;"No_especificado";"Almería";"premium";"2021-09-30";"tablet";23;11;11;11;0.8182;"playlist";36.36;7;"clasica";5.0
416;23;"M";"Badajoz";"premium";"2019-01-07";"movil";40;16;16;15;0.8125;"album";37.5;9;"indie";4.0
417;33;"M";"Jerez";"premium";"2021-12-09";"movil";29;5;5;5;1.0;"recomendacion";0.0;2;"r&b";3.83
418;38;"F";"Valladolid";"premium";"2020-08-03";"movil";68;6;6;6;0.3333;"album";33.33;5;"latin";5.0
419;16;"M";"Jaén";"free";"2023-05-29";"movil";12;10;10;10;0.5;"playlist";30.0;6;"latin";2.0
420;21;"F";"Castellón";"premium";"2020-09-12";"movil";97;7;7;7;0.2857;"radio";57.14;5;"indie";4.67
421;22;"No_especificado";"Gijón";"premium";"2023-09-16";"movil";78;8;8;8;0.75;"album";25.0;5;"flamenco";4.0
422;13;"M";"Jaén";"premium";"2020-03-27";"movil";25;17;17;17;0.7647;"busqueda";29.41;9;"rap";4.6
423;19;"M";"Girona";"premium";"2021-02-26";"movil";28;8;8;8;0.625;"playlist";37.5;7;"electronica";4.5
424;24;"No_especificado";"Valladolid";"free";"2019-08-13";"tablet";9;10;10;10;0.5;"album";20.0;7;"r&b";3.0
425;18;"F";"Bilbao";"free";"2020-07-10";"movil";37;12;11;11;0.6667;"album";16.67;6;"r&b";0.0
426;42;"F";"Vigo";"familiar";"2019-02-11";"movil";88;9;9;9;0.8889;"busqueda";22.22;5;"electronica";3.5
427;34;"M";"Almería";"free";"2020-08-02";"smart_speaker";21;12;12;12;0.9167;"playlist";25.0;8;"indie";0.0
428;22;"No_especificado";"Orense";"free";"2020-01-10";"movil";5;9;9;9;0.4444;"album";11.11;6;"indie";4.0
429;32;"M";"Valladolid";"premium";"2019-02-10";"smart_speaker";21;4;4;4;0.75;"busqueda";50.0;2;"indie";3.0
430;16;"No_especificado";"Getafe";"premium";"2022-03-09";"pc";68;9;9;8;0.7778;"recomendacion";22.22;7;"r&b";4.0
431;50;"M";"Bilbao";"premium";"2023-02-09";"movil";52;12;12;11;0.6667;"recomendacion";33.33;7;"clasica";3.5
432;41;"F";"Gijón";"premium";"2022-04-15";"pc";40;10;10;9;0.8;"recomendacion";10.0;5;"indie";2.75
433;13;"No_especificado";"Castellón";"free";"2019-07-16";"movil";29;8;8;8;0.75;"radio";12.5;6;"rock";4.5
434;34;"M";"Burgos";"premium";"2019-04-04";"pc";46;10;10;10;0.6;"playlist";0.0;7;"electronica";3.75
435;25;"M";"Santander";"familiar";"2021-10-06";"movil";88;8;8;8;0.75;"album";50.0;7;"rap";4.0
